cinema,datetext,timetext,title,year,href,poster
JLMCT,25-01-13,20:30,Neither Day nor Night,2024,https://jer-cin.org.il/en/event/80816,https://m.media-amazon.com/images/M/MV5BZDI2N2MyNTItZjljYi00YTVmLWJhYzYtYzhmNjA3YTlkYzk1XkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-13,16:00,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-13,16:15,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-13,17:30,Cocorico,2024,https://www.cinema.co.il/en/event/%d7%91%d7%9e%d7%a9%d7%a4%d7%97%d7%95%d7%aa-%d7%94%d7%9b%d7%99-%d7%98%d7%95%d7%91%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BMDQ4ODhkMGQtMDdhYS00YmU4LWI3NjItMzhhYzg0M2EwNTdmXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-13,18:30,Emilia Pérez,2024,https://www.cinema.co.il/en/event/%d7%90%d7%9e%d7%99%d7%9c%d7%99%d7%94-%d7%a4%d7%a8%d7%96/,https://m.media-amazon.com/images/M/MV5BNjBhMWVmYjQtYmI2NC00NjdiLTliMjQtODliYjI5OTZmMzczXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-13,19:00,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-13,19:30,"Francesca Quinn, PI",2022,https://www.cinema.co.il/en/event/%d7%a4%d7%a8%d7%a0%d7%a6%d7%99%d7%a9%d7%a7%d7%94/,https://m.media-amazon.com/images/M/MV5BNzRlYmU5NGItYWJmMS00NWJlLWFhMGMtMWNkYTIzZDJjYzhlXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg
TLVCT,25-01-13,20:00,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa-%d7%94%d7%a8%d7%a6%d7%90%d7%94/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-13,21:15,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,11:00,A Real Pain,2024,https://www.hcinema.org.il/event/%d7%9b%d7%90%d7%91-%d7%90%d7%9e%d7%99%d7%aa%d7%99-a-real-pain-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/1/,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,11:30,The Book of Wonders,2023,https://www.hcinema.org.il/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa-the-book-of-wonders-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/1/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,14:00,A Real Pain,2024,https://www.hcinema.org.il/event/%d7%9b%d7%90%d7%91-%d7%90%d7%9e%d7%99%d7%aa%d7%99-a-real-pain-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/2/,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,14:30,The Book of Wonders,2023,https://www.hcinema.org.il/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa-the-book-of-wonders-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/2/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,16:00,A Real Pain,2024,https://www.hcinema.org.il/event/%d7%9b%d7%90%d7%91-%d7%90%d7%9e%d7%99%d7%aa%d7%99-a-real-pain-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/3/,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,18:00,The Book of Wonders,2023,https://www.hcinema.org.il/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa-the-book-of-wonders-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/3/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,18:30,A Real Pain,2024,https://www.hcinema.org.il/event/%d7%9b%d7%90%d7%91-%d7%90%d7%9e%d7%99%d7%aa%d7%99-a-real-pain-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/4/,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,20:30,My Own Private Idaho,1991,https://www.hcinema.org.il/event/%d7%90%d7%99%d7%99%d7%93%d7%94%d7%95-%d7%a9%d7%9c%d7%99-my-own-private-idaho-%d7%94%d7%a8%d7%a6%d7%90%d7%94-%d7%9e%d7%a4%d7%99-%d7%93%d7%a8-%d7%a0%d7%99%d7%a8-%d7%a7%d7%93%d7%9d-%d7%91%d7%99/,https://m.media-amazon.com/images/M/MV5BZjkxY2I1NGYtYThmNC00ODIyLWE1NTktMTcxMzQyOWI0ZjYxXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-14,20:45,A Real Pain,2024,https://www.hcinema.org.il/event/%d7%9b%d7%90%d7%91-%d7%90%d7%9e%d7%99%d7%aa%d7%99-a-real-pain-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-14/5/,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-14,16:00,The Snapper,1993,https://jer-cin.org.il/en/event/80818,https://m.media-amazon.com/images/M/MV5BMjA3ODE4NDI0Ml5BMl5BanBnXkFtZTcwMjk2OTcxMQ@@._V1_SX300.jpg
JLMCT,25-01-14,16:30,A Real Pain,2024,https://jer-cin.org.il/en/event/81021,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-14,18:00,Sugar and Stars,2023,https://jer-cin.org.il/en/event/77741,https://m.media-amazon.com/images/M/MV5BYjFmMzU5YjYtNTk4MC00NzlkLWE1YjItODAwN2E2Njc2OWZmXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-14,18:15,Lee,2023,https://jer-cin.org.il/en/event/81041,https://m.media-amazon.com/images/M/MV5BMDlhMDY0NTAtOTQwZi00ZjIxLTk2ZmYtZjU1Y2FiYWRhZDk3XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-14,18:30,A Real Pain,2024,https://jer-cin.org.il/en/event/81023,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-14,20:00,Grease Sing-Along,,https://jer-cin.org.il/en/event/80824,
JLMCT,25-01-14,20:30,A Real Pain,2024,https://jer-cin.org.il/en/event/81025,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-14,20:45,Ghost Cat Anzu,2024,https://jer-cin.org.il/en/event/81047,https://m.media-amazon.com/images/M/MV5BNDk3MmMyNTMtMjgxOC00NjBhLThmYjMtNzBiY2I5ZTJhZjNjXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,09:30,Eid Mubarak,2023,https://www.cinema.co.il/en/event/%d7%a2%d7%99%d7%93-%d7%a1%d7%9e%d7%99%d7%a0%d7%a8-%d7%94%d7%a7%d7%99%d7%91%d7%95%d7%a6%d7%99%d7%9d/,https://m.media-amazon.com/images/M/MV5BZjRiY2IyMjgtZDZiYi00YTA0LTk4NmMtMzBkMzk5NDIxNzdjXkEyXkFqcGdeQXVyMTAxNjIwMjYz._V1_SX300.jpg
TLVCT,25-01-14,11:00,"Francesca Quinn, PI",2022,https://www.cinema.co.il/en/event/%d7%a4%d7%a8%d7%a0%d7%a6%d7%99%d7%a9%d7%a7%d7%94/,https://m.media-amazon.com/images/M/MV5BNzRlYmU5NGItYWJmMS00NWJlLWFhMGMtMWNkYTIzZDJjYzhlXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg
TLVCT,25-01-14,12:00,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,12:30,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,15:30,The Braid,2023,https://www.cinema.co.il/en/event/%d7%94%d7%a6%d7%9e%d7%94/,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,16:00,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,17:30,Get the Land Back,2024,https://www.cinema.co.il/en/event/%d7%94%d7%93%d7%95%d7%a0%d7%9d-%d7%a9%d7%9c-%d7%a1%d7%91%d7%aa%d7%90/,https://m.media-amazon.com/images/M/MV5BYTUzNmI4ODUtNTY3Yi00Njk4LWFiMmMtNGRmZDhhMDcyYmJkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg
TLVCT,25-01-14,18:00,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,19:15,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,20:00,Faces Places,2017,https://www.cinema.co.il/en/event/%d7%9e%d7%a4%d7%92%d7%a9-%d7%a2%d7%9d-%d7%94%d7%a6%d7%9c%d7%9e%d7%aa-%d7%95%d7%a8%d7%93%d7%99-%d7%9b%d7%94%d7%a0%d7%90-%d7%95%d7%94%d7%a7%d7%a8%d7%a0%d7%aa-%d7%90%d7%a0%d7%a9%d7%99%d7%9d-%d7%95/,https://m.media-amazon.com/images/M/MV5BY2IzNWExMGQtZTNkNC00Y2ZjLWI5MjctMDQ0MDEwZDU3Nzg1XkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-14,20:30,Fela Kuti: Music Is the Weapon,1982,https://www.cinema.co.il/en/event/%d7%a4%d7%9c%d7%94-%d7%a7%d7%95%d7%98%d7%99-%d7%94%d7%9e%d7%95%d7%96%d7%99%d7%a7%d7%94-%d7%94%d7%99%d7%90-%d7%94%d7%a0%d7%a9%d7%a7/,
TLVCT,25-01-14,21:00,The Story of Souleymane,2024,https://www.cinema.co.il/en/event/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%9f-%d7%98%d7%a8%d7%95%d7%9d-%d7%91%d7%9b%d7%95%d7%a8%d7%94/,
TLVCT,25-01-14,21:30,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
HFCT,25-01-15,18:00,Wicked Little Letters,2023,https://www.haifacin.co.il/Event/14556/,https://m.media-amazon.com/images/M/MV5BZGUzOTFjNWYtY2Q2ZC00ZDU0LWIyZWEtMzFlNmI3OTdjN2VkXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-15,10:00,And the Party Goes On,2023,https://www.hcinema.org.il/event/%d7%95%d7%94%d7%97%d7%92%d7%99%d7%92%d7%94-%d7%a0%d7%9e%d7%a9%d7%9b%d7%aa-and-the-party-goes-on-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2025-01-15/,https://m.media-amazon.com/images/M/MV5BNjg3NDgzYTktOGU2Ny00NWUyLTllMTgtNzg0MGM4MjRkMWRiXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-15,17:00,Eid Mubarak,2023,https://www.hcinema.org.il/event/%d7%a2%d7%99%d7%93-eid-2/2025-01-15/,https://m.media-amazon.com/images/M/MV5BZjRiY2IyMjgtZDZiYi00YTA0LTk4NmMtMzBkMzk5NDIxNzdjXkEyXkFqcGdeQXVyMTAxNjIwMjYz._V1_SX300.jpg
HRZCT,25-01-15,17:30,Sonic the Hedgehog 3,2024,https://www.hcinema.org.il/event/%d7%a1%d7%95%d7%a0%d7%99%d7%a7-%d7%94%d7%a1%d7%a8%d7%98-3-sonic-the-hedgehog-3-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-15/,https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-15,18:00,A Real Pain,2024,https://www.hcinema.org.il/event/%d7%9b%d7%90%d7%91-%d7%90%d7%9e%d7%99%d7%aa%d7%99-a-real-pain/2025-01-15/1/,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-15,20:00,A Real Pain,2024,https://www.hcinema.org.il/event/%d7%9b%d7%90%d7%91-%d7%90%d7%9e%d7%99%d7%aa%d7%99-a-real-pain/2025-01-15/2/,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-15,20:15,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-15/,https://m.media-amazon.com/images/M/MV5BYWU3YzU0NTItMGVlYi00YTFmLWE5MmQtNjg4ODQ3ZWYyNjRkXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-15,20:30,The Belle from Gaza,2024,https://www.hcinema.org.il/event/%d7%94%d7%99%d7%a4%d7%94%d7%a4%d7%99%d7%99%d7%94-%d7%9e%d7%a2%d7%96%d7%94-the-belle-from-gaza/,https://m.media-amazon.com/images/M/MV5BNjI2YmEyZTYtOWMyNC00YWNmLWI5MTktZTNlNmM5YWYyYzE1XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg
JLMCT,25-01-15,18:00,Maccheroni,1985,https://jer-cin.org.il/en/event/80826,https://m.media-amazon.com/images/M/MV5BZjA3ODQwNTEtNWE2ZS00ZWQ3LWE0ZmItMzg3MDYwNDM4NWYxXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg
JLMCT,25-01-15,18:15,A Real Pain,2024,https://jer-cin.org.il/en/event/81027,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-15,18:30,Lee,2023,https://jer-cin.org.il/en/event/81043,https://m.media-amazon.com/images/M/MV5BMDlhMDY0NTAtOTQwZi00ZjIxLTk2ZmYtZjU1Y2FiYWRhZDk3XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-15,20:00,The Red Pill,2016,https://jer-cin.org.il/en/event/80834,https://m.media-amazon.com/images/M/MV5BNmM0MWQ4ZTEtMWQ4Yy00MDg3LWJiZjMtMWNkMWUyMTY5MDliXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-15,20:15,A Real Pain,2024,https://jer-cin.org.il/en/event/81029,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-15,20:30,One Hour Photo,2002,https://jer-cin.org.il/en/event/80832,https://m.media-amazon.com/images/M/MV5BNzZhYTZmMjYtNTg0Yy00NDhiLWIwMmItOTU1YmZhYWFiNWEzXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-15,20:45,Eid Mubarak,2023,https://jer-cin.org.il/en/event/81035,https://m.media-amazon.com/images/M/MV5BZjRiY2IyMjgtZDZiYi00YTA0LTk4NmMtMzBkMzk5NDIxNzdjXkEyXkFqcGdeQXVyMTAxNjIwMjYz._V1_SX300.jpg
TLVCT,25-01-15,16:30,Cocorico,2024,https://www.cinema.co.il/en/event/%d7%91%d7%9e%d7%a9%d7%a4%d7%97%d7%95%d7%aa-%d7%94%d7%9b%d7%99-%d7%98%d7%95%d7%91%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BMDQ4ODhkMGQtMDdhYS00YmU4LWI3NjItMzhhYzg0M2EwNTdmXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-15,16:45,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-15,17:00,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-15,19:00,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-15,19:30,Classified People,1988,https://www.cinema.co.il/en/event/%d7%90%d7%a0%d7%a9%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%95%d7%92%d7%99%d7%9d/,https://m.media-amazon.com/images/M/MV5BN2ZiMDQ0MDEtZGQ3Yi00MjhmLWI0NTktZDkxNGE3N2Q5ODQ0XkEyXkFqcGdeQXVyMjA5Nzc2Mzc@._V1_SX300.jpg
TLVCT,25-01-15,20:30,The Lost Weekend,1945,https://www.cinema.co.il/en/event/%d7%95%d7%95%d7%99%d7%a7%d7%a0%d7%93/,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg
TLVCT,25-01-15,21:00,Touki Bouki / Journey of the Hyena,1973,https://www.cinema.co.il/en/event/%d7%98%d7%95%d7%a7%d7%99-%d7%91%d7%95%d7%a7%d7%99/,
TLVCT,25-01-15,21:15,Wild Diamond,2024,https://www.cinema.co.il/en/event/%d7%99%d7%94%d7%9c%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%a2/,https://m.media-amazon.com/images/M/MV5BOTk3MGFiYTgtMTVhNC00ZWJmLTg2OTgtZjg3NGY0MGYzMGQ4XkEyXkFqcGc@._V1_SX300.jpg
HFCT,25-01-16,17:45,La Cocina,2024,https://www.haifacin.co.il/Event/14557/,https://m.media-amazon.com/images/M/MV5BMGYyYjI3MGQtNGIzNS00MTgxLWE2NDctMmZlNzE5OGY4NTY3XkEyXkFqcGc@._V1_SX300.jpg
HFCT,25-01-16,20:30,Between the Temples,2024,https://www.haifacin.co.il/Event/14558/,https://m.media-amazon.com/images/M/MV5BYTQ1MTE3MWItZWUwMy00YjYzLTkyMDAtYzBhMjZmZjM5NTRkXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-16,19:30,The Most Precious of Cargoes,2024,https://www.hcinema.org.il/event/%d7%98%d7%a8%d7%95%d7%9d-%d7%91%d7%9b%d7%95%d7%a8%d7%94-%d7%a1%d7%97%d7%95%d7%a8%d7%94-%d7%99%d7%a7%d7%a8%d7%94-%d7%9e%d7%9b%d7%95%d7%9c-the-most-precious-of-cargoes-%d7%94%d7%a8%d7%a6%d7%90/,https://m.media-amazon.com/images/M/MV5BM2MxM2EyMzItNWMxYS00YzhkLTk1ZDgtMjM2Y2I1MzZlYWEzXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-16,18:00,8½,,https://jer-cin.org.il/en/event/80836,
JLMCT,25-01-16,19:00,Cinderella Man,2005,https://jer-cin.org.il/en/event/78242,https://m.media-amazon.com/images/M/MV5BYjQ3M2ZjMzYtNmQwNC00MjNkLTgzOTgtMjhjMDk0YzIzOWZkXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-16,20:45,Little Video Shop of Horror,2015,https://jer-cin.org.il/en/event/80840,https://m.media-amazon.com/images/M/MV5BMjJmNGQxNmQtODRmMC00N2E0LTgwZGUtMzViYWE1ZDBkYTk2XkEyXkFqcGdeQXVyNjkzMjU0NzI@._V1_SX300.jpg
TLVCT,25-01-16,17:00,Words Bubble Up Like Soda Pop,2020,https://www.cinema.co.il/en/event/%d7%a1%d7%95%d7%93%d7%94-%d7%94%d7%a7%d7%a8%d7%a0%d7%95%d7%aa-%d7%a7%d7%91%d7%95%d7%a2%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BMzUxZTIyNjItMWYyOS00MGIzLTkyNzUtZTgyMjM0ODQ2YjgzXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-16,17:30,The Story of Souleymane,2024,https://www.cinema.co.il/en/event/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%9f/,
TLVCT,25-01-16,19:00,The Book of Wonders,2023,https://www.cinema.co.il/en/event/%d7%97%d7%93%d7%a8-%d7%94%d7%a4%d7%9c%d7%90%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BZWNjMjY4ZWMtMjljZS00YTg0LWJhMzEtNzYzYWUyYmZkYWExXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-16,19:30,Unless We Dance + Fabulous,,https://www.cinema.co.il/en/event/%d7%90%d7%9c%d7%90-%d7%90%d7%9d-%d7%a0%d7%a8%d7%a7%d7%95%d7%93-%d7%94%d7%9e%d7%94%d7%9e%d7%9e%d7%aa/,
TLVCT,25-01-16,21:00,The Day I Met You,2012,https://www.cinema.co.il/en/event/%d7%94%d7%99%d7%95%d7%9d-%d7%a9%d7%91%d7%95-%d7%a4%d7%92%d7%a9%d7%aa%d7%99-%d7%91%d7%9a/,https://m.media-amazon.com/images/M/MV5BNjJlZmExYTktMjQ4MC00OGViLTlhNTEtNGM3NmFjOGUwNTFiXkEyXkFqcGdeQXVyMjYzMzE2ODQ@._V1_SX300.jpg
TLVCT,25-01-16,21:30,The Story of Souleymane,2024,https://www.cinema.co.il/en/event/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%9f/,
HFCT,25-01-17,17:00,Ex-Husbands,2023,https://www.haifacin.co.il/Event/14559/,https://m.media-amazon.com/images/M/MV5BYjBiODE3YTctNmZmYy00ZWQ1LWI4ZjYtMTEyYjliZWQ0ZGFkXkEyXkFqcGc@._V1_SX300.jpg
HFCT,25-01-17,19:00,Goodrich,2024,https://www.haifacin.co.il/Event/14560/,https://m.media-amazon.com/images/M/MV5BMWVkNDNmYjEtNDZiYS00NjcyLWJiMWYtZTc2Y2FhMzc4NTE0XkEyXkFqcGc@._V1_SX300.jpg
