cinema,datetext,timetext,partialHref,title,snif,type
YP,25-01-11,18:10,69065,The Book of Wonders,Beer Sheva,R
YP,25-01-11,20:15,69066,The Book of Wonders,Beer Sheva,R
YP,25-01-11,22:20,69067,The Book of Wonders,Beer Sheva,R
YP,25-01-11,00:30,69090,The Book of Wonders,Beer Sheva,R
ML,25-01-11,14:15,82245,The Book of Wonders,Netanya,R
YP,25-01-11,17:00,58454,The Book of Wonders,Zichron Yaakov,R
YP,25-01-11,19:10,58455,The Book of Wonders,Zichron Yaakov,R
YP,25-01-11,17:00,74135,The Book of Wonders,Haifa,R
YP,25-01-11,19:10,74136,The Book of Wonders,Haifa,R
YP,25-01-11,21:20,74137,The Book of Wonders,Haifa,R
YP,25-01-11,23:25,74156,The Book of Wonders,Haifa,R
YP,25-01-11,16:30,69048,The Book of Wonders,Jerusalem,R
YP,25-01-11,18:20,68983,The Book of Wonders,Jerusalem,R
YP,25-01-11,20:20,68984,The Book of Wonders,Jerusalem,R
YP,25-01-11,22:20,68985,The Book of Wonders,Jerusalem,R
YP,25-01-11,00:20,68986,The Book of Wonders,Jerusalem,R
LC,25-01-11,13:20,563662,The Braid,Raanana,R
CC,25-01-11,10:00,5057,The Braid,Glilot,R
CC,25-01-11,18:20,5057,The Braid,Glilot,R
CC,25-01-11,10:30,5057,The Braid,Rishon Letzion,R
CC,25-01-11,20:10,5057,The Braid,Rishon Letzion,R
YP,25-01-11,15:00,47472,The Braid,Ayalon,R
YP,25-01-11,13:30,69092,The Braid,Beer Sheva,R
YP,25-01-11,14:30,58453,The Braid,Zichron Yaakov,R
LC,25-01-11,20:50,563652,The Order,Raanana,R
ML,25-01-11,19:55,82221,The Order,Netanya,R
HC,25-01-11,22:50,2911,The Order,Nahariya,R
HC,25-01-11,19:35,2911,The Order,Kiryat Bialik,R
HC,25-01-11,22:00,2911,The Order,Kiryat Bialik,R
HC,25-01-11,19:20,2911,The Order,Modiin,R
HC,25-01-11,22:30,2911,The Order,Rehovot,R
HC,25-01-11,19:00,2911,The Order,Ashdod,R
CC,25-01-11,11:10,5415,The Order,Glilot,R
CC,25-01-11,13:45,5415,The Order,Glilot,R
CC,25-01-11,16:20,5415,The Order,Glilot,R
CC,25-01-11,19:50,5415,The Order,Glilot,R
CC,25-01-11,14:40,5415,The Order,Rishon Letzion,R
CC,25-01-11,20:00,5415,The Order,Rishon Letzion,R
CC,25-01-11,20:45,5415,The Order,Rishon Letzion,R
CC,25-01-11,23:30,5415,The Order,Rishon Letzion,R
CC,25-01-11,20:00,5415,The Order,Jerusalem,R
CC,25-01-11,22:30,5415,The Order,Jerusalem,R
CC,25-01-11,20:30,5415,The Order,Kfar Saba,R
CC,25-01-11,19:30,5415,The Order,Netanya,R
CC,25-01-11,21:50,5415,The Order,Netanya,R
CC,25-01-11,18:50,5415,The Order,Beer Sheva,R
CC,25-01-11,21:30,5415,The Order,Beer Sheva,R
CC,25-01-11,19:50,5415,The Order,Chadera,R
CC,25-01-11,19:25,5415,The Order,Ashdod,R
CC,25-01-11,22:05,5415,The Order,Ashdod,R
YP,25-01-11,17:30,67437,The Order,Rishon Letzion,R
YP,25-01-11,19:50,67438,The Order,Rishon Letzion,R
YP,25-01-11,22:10,67439,The Order,Rishon Letzion,R
YP,25-01-11,00:30,67504,The Order,Rishon Letzion,R
YP,25-01-11,18:30,47914,The Order,Ayalon,R
YP,25-01-11,16:30,68947,The Order,Beer Sheva,R
YP,25-01-11,23:00,58201,The Order,Zichron Yaakov,R
YP,25-01-11,20:00,74329,The Order,Haifa,R
YP,25-01-11,00:10,73853,The Order,Haifa,R
YP,25-01-11,18:50,68817,The Order,Jerusalem,R
YP,25-01-11,21:15,68818,The Order,Jerusalem,R
YP,25-01-11,23:40,68819,The Order,Jerusalem,R
RH,25-01-11,21:50,44472,The Order,Givataim,R
YP,25-01-11,14:20,67452,The Palace,Rishon Letzion,R
YP,25-01-11,17:30,67446,The Palace,Rishon Letzion,R
YP,25-01-11,19:45,67447,The Palace,Rishon Letzion,R
YP,25-01-11,22:00,67448,The Palace,Rishon Letzion,R
YP,25-01-11,00:10,67508,The Palace,Rishon Letzion,R
YP,25-01-11,15:30,47751,The Palace,Ayalon,R
YP,25-01-11,17:40,47752,The Palace,Ayalon,R
YP,25-01-11,19:50,47753,The Palace,Ayalon,R
YP,25-01-11,22:00,47754,The Palace,Ayalon,R
YP,25-01-11,00:10,47755,The Palace,Ayalon,R
YP,25-01-11,17:30,68649,The Palace,Beer Sheva,R
YP,25-01-11,19:40,68650,The Palace,Beer Sheva,R
YP,25-01-11,21:45,68651,The Palace,Beer Sheva,R
YP,25-01-11,00:00,68652,The Palace,Beer Sheva,R
CC,25-01-11,10:50,5224,The Palace,Glilot,R
CC,25-01-11,13:10,5224,The Palace,Glilot,R
CC,25-01-11,16:45,5224,The Palace,Glilot,R
CC,25-01-11,18:40,5224,The Palace,Glilot,R
CC,25-01-11,21:10,5224,The Palace,Glilot,R
CC,25-01-11,18:30,5224,The Palace,Rishon Letzion,R
YP,25-01-11,17:10,58488,The Palace,Zichron Yaakov,R
YP,25-01-11,19:30,58391,The Palace,Zichron Yaakov,R
YP,25-01-11,21:40,58392,The Palace,Zichron Yaakov,R
YP,25-01-11,23:50,58393,The Palace,Zichron Yaakov,R
CC,25-01-11,19:00,5224,The Palace,Jerusalem,R
CC,25-01-11,19:00,5224,The Palace,Kfar Saba,R
CC,25-01-11,21:30,5224,The Palace,Kfar Saba,R
YP,25-01-11,14:40,74168,The Palace,Haifa,R
YP,25-01-11,17:00,74169,The Palace,Haifa,R
YP,25-01-11,19:15,74170,The Palace,Haifa,R
YP,25-01-11,21:30,74171,The Palace,Haifa,R
YP,25-01-11,23:40,74172,The Palace,Haifa,R
YP,25-01-11,17:40,69116,The Palace,Jerusalem,R
YP,25-01-11,19:45,69117,The Palace,Jerusalem,R
YP,25-01-11,21:50,69118,The Palace,Jerusalem,R
YP,25-01-11,00:00,69119,The Palace,Jerusalem,R
CC,25-01-11,19:00,5224,The Palace,Netanya,Prime
CC,25-01-11,19:00,5224,The Palace,Beer Sheva,R
CC,25-01-11,19:30,5224,The Palace,Chadera,R
CC,25-01-11,21:45,5224,The Palace,Chadera,R
CC,25-01-11,10:50,5224,The Palace,Ashdod,R
CC,25-01-11,18:30,5224,The Palace,Ashdod,R
CC,25-01-11,21:00,5224,The Palace,Ashdod,R
RH,25-01-11,17:10,44411,The Palace,Givataim,R
RH,25-01-11,19:30,44412,The Palace,Givataim,R
RH,25-01-11,21:55,44391,The Palace,Givataim,R
YP,25-01-11,13:10,47750,The Property,Ayalon,R
YP,25-01-11,18:40,74208,The Property,Haifa,R
YP,25-01-11,14:10,69047,The Property,Jerusalem,R
HC,25-01-11,18:30,2750,The Ring,Carmiel,R
HC,25-01-11,21:20,2750,The Ring,Nahariya,R
HC,25-01-11,11:30,2750,The Ring,Kiryat Bialik,R
HC,25-01-11,14:05,2750,The Ring,Kiryat Bialik,R
HC,25-01-11,16:40,2750,The Ring,Kiryat Bialik,R
HC,25-01-11,19:15,2750,The Ring,Kiryat Bialik,R
HC,25-01-11,20:10,2750,The Ring,Kiryat Bialik,R
HC,25-01-11,21:50,2750,The Ring,Kiryat Bialik,R
HC,25-01-11,19:10,2750,The Ring,Kfar Saba,R
HC,25-01-11,11:30,2750,The Ring,Modiin,R
HC,25-01-11,19:30,2750,The Ring,Modiin,R
HC,25-01-11,20:45,2750,The Ring,Modiin,R
HC,25-01-11,22:00,2750,The Ring,Modiin,R
HC,25-01-11,19:15,2750,The Ring,Rehovot,R
HC,25-01-11,21:50,2750,The Ring,Rehovot,R
HC,25-01-11,19:10,2750,The Ring,Ashdod,R
HC,25-01-11,18:50,2750,The Ring,Ashkelon,R
LC,25-01-11,11:10,563660,The Ring,Raanana,R
LC,25-01-11,16:15,563653,The Ring,Raanana,R
LC,25-01-11,18:50,563651,The Ring,Raanana,R
LC,25-01-11,21:10,563957,The Ring,Ramat Hasharon,R
LC,25-01-11,11:00,563818,The Ring,Tel Aviv,R
LC,25-01-11,13:10,563805,The Ring,Tel Aviv,R
LC,25-01-11,21:10,563806,The Ring,Tel Aviv,R
YP,25-01-11,14:15,67449,The Ring,Rishon Letzion,R
YP,25-01-11,16:20,67460,The Ring,Rishon Letzion,R
YP,25-01-11,16:45,67414,The Ring,Rishon Letzion,R
YP,25-01-11,18:50,67461,The Ring,Rishon Letzion,R
YP,25-01-11,19:30,67472,The Ring,Rishon Letzion,R
YP,25-01-11,21:30,67455,The Ring,Rishon Letzion,R
YP,25-01-11,00:00,67510,The Ring,Rishon Letzion,R
YP,25-01-11,15:40,67524,The Ring,Rishon Letzion,VIP
YP,25-01-11,18:15,67484,The Ring,Rishon Letzion,VIP
YP,25-01-11,21:15,67485,The Ring,Rishon Letzion,VIP
YP,25-01-11,00:00,67519,The Ring,Rishon Letzion,VIP
YP,25-01-11,11:00,47687,The Ring,Ayalon,R
YP,25-01-11,13:30,47688,The Ring,Ayalon,R
YP,25-01-11,16:00,47689,The Ring,Ayalon,R
YP,25-01-11,19:00,47569,The Ring,Ayalon,R
YP,25-01-11,21:30,47570,The Ring,Ayalon,R
YP,25-01-11,00:00,47571,The Ring,Ayalon,R
YP,25-01-11,11:20,68967,The Ring,Beer Sheva,R
YP,25-01-11,13:10,68931,The Ring,Beer Sheva,R
YP,25-01-11,14:10,68870,The Ring,Beer Sheva,R
YP,25-01-11,19:15,68602,The Ring,Beer Sheva,R
YP,25-01-11,21:00,68576,The Ring,Beer Sheva,R
YP,25-01-11,23:30,68577,The Ring,Beer Sheva,R
YP,25-01-11,11:10,58328,The Ring,Zichron Yaakov,R
YP,25-01-11,14:00,58322,The Ring,Zichron Yaakov,R
YP,25-01-11,16:30,58323,The Ring,Zichron Yaakov,R
YP,25-01-11,19:00,58324,The Ring,Zichron Yaakov,R
YP,25-01-11,21:30,58325,The Ring,Zichron Yaakov,R
YP,25-01-11,00:00,58326,The Ring,Zichron Yaakov,R
YP,25-01-11,11:30,74089,The Ring,Haifa,R
YP,25-01-11,14:00,74068,The Ring,Haifa,R
YP,25-01-11,16:30,74069,The Ring,Haifa,R
YP,25-01-11,19:00,74070,The Ring,Haifa,R
YP,25-01-11,21:15,73698,The Ring,Haifa,R
YP,25-01-11,23:50,73699,The Ring,Haifa,R
YP,25-01-11,19:15,73913,The Ring,Haifa,VIP
YP,25-01-11,21:15,73962,The Ring,Haifa,VIP
YP,25-01-11,11:20,68947,The Ring,Jerusalem,R
YP,25-01-11,13:50,68942,The Ring,Jerusalem,R
YP,25-01-11,16:20,68943,The Ring,Jerusalem,R
YP,25-01-11,18:50,68944,The Ring,Jerusalem,R
YP,25-01-11,21:15,68945,The Ring,Jerusalem,R
YP,25-01-11,23:40,68946,The Ring,Jerusalem,R
RH,25-01-11,14:10,44485,The Ring,Givataim,R
RH,25-01-11,19:20,44368,The Ring,Givataim,R
RH,25-01-11,21:50,44369,The Ring,Givataim,R
RH,25-01-11,14:00,17255,The Ring,Tel Aviv,R
RH,25-01-11,19:20,21458,The Ring,Kiryat Ono,R
RH,25-01-11,21:50,21459,The Ring,Kiryat Ono,R
LC,25-01-11,13:00,563985,The Room Next Door,Jerusalem,R
LC,25-01-11,15:10,563955,The Room Next Door,Ramat Hasharon,R
LC,25-01-11,11:30,563658,The Room Next Door,Raanana,R
LC,25-01-11,13:40,563645,The Room Next Door,Raanana,R
LC,25-01-11,18:30,563646,The Room Next Door,Raanana,R
LC,25-01-11,21:20,563647,The Room Next Door,Raanana,R
LC,25-01-11,11:10,563796,The Room Next Door,Tel Aviv,R
LC,25-01-11,13:00,563797,The Room Next Door,Tel Aviv,R
LC,25-01-11,15:20,563798,The Room Next Door,Tel Aviv,R
LC,25-01-11,18:50,563825,The Room Next Door,Tel Aviv,R
LC,25-01-11,21:15,563799,The Room Next Door,Tel Aviv,R
YP,25-01-11,21:00,47915,The Room Next Door,Ayalon,R
YP,25-01-11,23:00,47475,The Room Next Door,Ayalon,R
CC,25-01-11,11:10,5387,The Room Next Door,Glilot,R
CC,25-01-11,13:45,5387,The Room Next Door,Glilot,R
CC,25-01-11,19:20,5387,The Room Next Door,Glilot,R
YP,25-01-11,15:15,58420,The Room Next Door,Zichron Yaakov,R
YP,25-01-11,11:30,74230,The Room Next Door,Haifa,R
CC,25-01-11,14:30,5387,The Room Next Door,Chadera,R
YP,25-01-11,18:45,69049,The Room Next Door,Jerusalem,R
RH,25-01-11,17:00,44470,The Room Next Door,Givataim,R
RH,25-01-11,21:50,21481,The Room Next Door,Kiryat Ono,R
HC,25-01-11,21:50,2832,The Substance,Kiryat Bialik,R
CC,25-01-11,21:40,5360,The Substance,Glilot,R
CC,25-01-11,22:15,5360,The Substance,Rishon Letzion,R
CC,25-01-11,23:00,5360,The Substance,Rishon Letzion,R
YP,25-01-11,21:15,67495,The Substance,Rishon Letzion,R
YP,25-01-11,00:10,67496,The Substance,Rishon Letzion,R
YP,25-01-11,21:35,47503,The Substance,Ayalon,R
YP,25-01-11,00:15,47537,The Substance,Ayalon,R
YP,25-01-11,21:45,68603,The Substance,Beer Sheva,R
YP,25-01-11,23:40,74003,The Substance,Haifa,R
YP,25-01-11,11:30,69016,The Substance,Jerusalem,R
YP,25-01-11,00:00,67493,The Successor,Rishon Letzion,R
YP,25-01-11,23:20,47916,The Successor,Ayalon,R
YP,25-01-11,19:45,68904,The Successor,Beer Sheva,R
YP,25-01-11,12:00,74173,The Successor,Haifa,R
YP,25-01-11,15:30,69174,The Successor,Jerusalem,R
CC,25-01-11,11:10,5315,Under Therapy,Glilot,R
CC,25-01-11,13:30,5315,Under Therapy,Glilot,R
CC,25-01-11,15:45,5315,Under Therapy,Glilot,R
CC,25-01-11,19:30,5315,Under Therapy,Glilot,R
YP,25-01-11,16:20,74000,Under Therapy,Haifa,R
YP,25-01-11,21:15,74002,Venom: The Last Dance,Haifa,R
ML,25-01-11,18:15,62315,Wicked,Carmiel,R
ML,25-01-11,21:25,62314,Wicked,Carmiel,R
LC,25-01-11,15:50,563815,Wicked,Tel Aviv,R
ML,25-01-11,20:30,58741,Wicked,Haifa,R
ML,25-01-11,16:20,82234,Wicked,Netanya,R
ML,25-01-11,18:50,82236,Wicked,Netanya,R
ML,25-01-11,22:15,82235,Wicked,Netanya,R
ML,25-01-11,22:00,2055,Wicked,Glilot,UPGRADE
HC,25-01-11,18:30,2806,Wicked,Nahariya,R
HC,25-01-11,12:00,2806,Wicked,Kiryat Bialik,R
HC,25-01-11,18:20,2806,Wicked,Kiryat Bialik,R
HC,25-01-11,20:00,2806,Wicked,Kiryat Bialik,R
HC,25-01-11,21:30,2806,Wicked,Kiryat Bialik,R
HC,25-01-11,23:10,2806,Wicked,Kiryat Bialik,R
HC,25-01-11,11:00,2806,Wicked,Modiin,R
HC,25-01-11,17:30,2806,Wicked,Modiin,R
HC,25-01-11,20:40,2806,Wicked,Modiin,R
HC,25-01-11,15:20,2806,Wicked,Rehovot,R
HC,25-01-11,18:30,2806,Wicked,Rehovot,R
HC,25-01-11,21:40,2806,Wicked,Rehovot,R
HC,25-01-11,18:00,2806,Wicked,Ashdod,R
CC,25-01-11,11:40,5142,Wicked,Glilot,R
CC,25-01-11,15:00,5142,Wicked,Glilot,R
CC,25-01-11,20:00,5142,Wicked,Glilot,R
CC,25-01-11,18:00,5142,Wicked,Rishon Letzion,R
CC,25-01-11,20:15,5142,Wicked,Jerusalem,R
CC,25-01-11,18:00,5142,Wicked,Kfar Saba,R
CC,25-01-11,15:10,5142,Wicked,Netanya,R
CC,25-01-11,18:30,5142,Wicked,Netanya,R
CC,25-01-11,15:00,5142,Wicked,Beer Sheva,R
CC,25-01-11,18:30,5142,Wicked,Beer Sheva,R
CC,25-01-11,14:20,5142,Wicked,Chadera,Prime
CC,25-01-11,14:30,5142,Wicked,Ashdod,R
CC,25-01-11,17:50,5142,Wicked,Ashdod,R
CC,25-01-11,19:50,5142,Wicked,Ashdod,R
YP,25-01-11,14:00,67445,Wicked,Rishon Letzion,R
YP,25-01-11,17:20,67457,Wicked,Rishon Letzion,R
YP,25-01-11,20:30,67458,Wicked,Rishon Letzion,R
YP,25-01-11,23:45,67511,Wicked,Rishon Letzion,R
YP,25-01-11,21:00,67428,Wicked,Rishon Letzion,IMAX
YP,25-01-11,00:10,67501,Wicked,Rishon Letzion,IMAX
YP,25-01-11,11:00,47850,Wicked,Ayalon,R
YP,25-01-11,14:30,47851,Wicked,Ayalon,R
YP,25-01-11,18:40,47605,Wicked,Ayalon,R
YP,25-01-11,20:40,47691,Wicked,Ayalon,R
YP,25-01-11,23:50,47692,Wicked,Ayalon,R
YP,25-01-11,11:20,68997,Wicked,Beer Sheva,R
YP,25-01-11,14:30,68981,Wicked,Beer Sheva,R
YP,25-01-11,21:00,68983,Wicked,Beer Sheva,R
YP,25-01-11,21:00,68748,Wicked,Beer Sheva,IMAX
YP,25-01-11,00:10,68749,Wicked,Beer Sheva,IMAX
YP,25-01-11,16:45,58199,Wicked,Zichron Yaakov,R
YP,25-01-11,19:50,58200,Wicked,Zichron Yaakov,R
YP,25-01-11,11:15,74311,Wicked,Haifa,R
YP,25-01-11,13:20,73944,Wicked,Haifa,R
YP,25-01-11,20:30,73819,Wicked,Haifa,R
YP,25-01-11,23:40,73820,Wicked,Haifa,R
YP,25-01-11,14:40,73988,Wicked,Haifa,VIP
YP,25-01-11,18:00,73960,Wicked,Haifa,VIP
YP,25-01-11,11:30,68750,Wicked,Jerusalem,R
YP,25-01-11,14:45,68746,Wicked,Jerusalem,R
YP,25-01-11,21:30,68849,Wicked,Jerusalem,IMAX
RH,25-01-11,11:00,44409,Wicked,Givataim,R
RH,25-01-11,14:00,44410,Wicked,Givataim,R
RH,25-01-11,18:50,44390,Wicked,Givataim,R
RH,25-01-11,17:30,17250,Wicked,Tel Aviv,R
RH,25-01-11,21:00,17251,Wicked,Tel Aviv,R
CC,25-01-11,10:45,5495,Wild Diamond,Glilot,R
CC,25-01-11,13:10,5495,Wild Diamond,Glilot,R
CC,25-01-11,19:00,5495,Wild Diamond,Glilot,R
CC,25-01-11,21:30,5495,Wild Diamond,Glilot,R
ML,25-01-11,14:45,82222,Wild Diamond,Netanya,R
YP,25-01-11,17:00,67450,Wild Diamond,Rishon Letzion,R
YP,25-01-11,19:15,67451,Wild Diamond,Rishon Letzion,R
YP,25-01-11,21:30,67492,Wild Diamond,Rishon Letzion,R
YP,25-01-11,23:50,67509,Wild Diamond,Rishon Letzion,R
YP,25-01-11,17:00,47785,Wild Diamond,Ayalon,R
YP,25-01-11,19:15,47786,Wild Diamond,Ayalon,R
YP,25-01-11,21:30,47787,Wild Diamond,Ayalon,R
YP,25-01-11,23:45,47788,Wild Diamond,Ayalon,R
YP,25-01-11,17:25,69026,Wild Diamond,Beer Sheva,R
YP,25-01-11,20:00,69027,Wild Diamond,Beer Sheva,R
YP,25-01-11,22:10,69028,Wild Diamond,Beer Sheva,R
YP,25-01-11,00:20,69029,Wild Diamond,Beer Sheva,R
YP,25-01-11,17:30,58421,Wild Diamond,Zichron Yaakov,R
YP,25-01-11,19:40,58422,Wild Diamond,Zichron Yaakov,R
YP,25-01-11,21:50,58423,Wild Diamond,Zichron Yaakov,R
YP,25-01-11,00:00,58424,Wild Diamond,Zichron Yaakov,R
YP,25-01-11,17:00,73883,Wild Diamond,Haifa,R
YP,25-01-11,19:15,73884,Wild Diamond,Haifa,R
YP,25-01-11,21:30,73885,Wild Diamond,Haifa,R
YP,25-01-11,23:45,73886,Wild Diamond,Haifa,R
YP,25-01-11,17:00,69012,Wild Diamond,Jerusalem,R
YP,25-01-11,19:10,69013,Wild Diamond,Jerusalem,R
YP,25-01-11,21:20,69014,Wild Diamond,Jerusalem,R
YP,25-01-11,23:30,69015,Wild Diamond,Jerusalem,R
HC,25-01-12,17:00,2853,200% Wolf,Kiryat Bialik,R
CC,25-01-12,19:40,5393,9 Bullets,Rishon Letzion,R
CC,25-01-12,22:10,5393,9 Bullets,Rishon Letzion,R
CC,25-01-12,21:50,5393,9 Bullets,Jerusalem,R
CC,25-01-12,21:50,5393,9 Bullets,Beer Sheva,R
CC,25-01-12,14:30,5241,9/11: I Was There,Glilot,R
CC,25-01-12,16:20,5241,9/11: I Was There,Glilot,R
CC,25-01-12,17:15,5241,9/11: I Was There,Glilot,R
CC,25-01-12,19:00,5241,9/11: I Was There,Glilot,R
CC,25-01-12,20:10,5241,9/11: I Was There,Glilot,R
CC,25-01-12,21:40,5241,9/11: I Was There,Glilot,R
CC,25-01-12,15:00,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-12,18:00,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-12,19:20,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-12,21:00,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-12,21:50,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-12,14:10,5241,9/11: I Was There,Jerusalem,R
CC,25-01-12,16:10,5241,9/11: I Was There,Jerusalem,R
CC,25-01-12,19:00,5241,9/11: I Was There,Jerusalem,R
CC,25-01-12,20:00,5241,9/11: I Was There,Jerusalem,R
CC,25-01-12,21:45,5241,9/11: I Was There,Jerusalem,R
CC,25-01-12,15:00,5241,9/11: I Was There,Kfar Saba,R
CC,25-01-12,18:50,5241,9/11: I Was There,Kfar Saba,R
CC,25-01-12,21:00,5241,9/11: I Was There,Kfar Saba,R
CC,25-01-12,14:00,5241,9/11: I Was There,Netanya,R
CC,25-01-12,16:40,5241,9/11: I Was There,Netanya,R
CC,25-01-12,19:10,5241,9/11: I Was There,Netanya,R
CC,25-01-12,20:30,5241,9/11: I Was There,Netanya,R
CC,25-01-12,21:50,5241,9/11: I Was There,Netanya,R
CC,25-01-12,15:50,5241,9/11: I Was There,Beer Sheva,R
CC,25-01-12,16:00,5241,9/11: I Was There,Beer Sheva,R
CC,25-01-12,18:30,5241,9/11: I Was There,Beer Sheva,R
CC,25-01-12,20:30,5241,9/11: I Was There,Beer Sheva,R
CC,25-01-12,21:30,5241,9/11: I Was There,Beer Sheva,R
CC,25-01-12,14:00,5241,9/11: I Was There,Chadera,R
CC,25-01-12,16:30,5241,9/11: I Was There,Chadera,R
CC,25-01-12,19:10,5241,9/11: I Was There,Chadera,R
CC,25-01-12,20:10,5241,9/11: I Was There,Chadera,R
CC,25-01-12,21:45,5241,9/11: I Was There,Chadera,R
CC,25-01-12,14:30,5241,9/11: I Was There,Ashdod,R
CC,25-01-12,17:15,5241,9/11: I Was There,Ashdod,R
CC,25-01-12,19:00,5241,9/11: I Was There,Ashdod,R
CC,25-01-12,20:00,5241,9/11: I Was There,Ashdod,R
CC,25-01-12,21:45,5241,9/11: I Was There,Ashdod,R
YP,25-01-12,14:00,66937,A Real Pain,Rishon Letzion,R
YP,25-01-12,17:20,66965,A Real Pain,Rishon Letzion,R
YP,25-01-12,18:15,66943,A Real Pain,Rishon Letzion,R
YP,25-01-12,20:10,66944,A Real Pain,Rishon Letzion,R
YP,25-01-12,22:10,66945,A Real Pain,Rishon Letzion,R
YP,25-01-12,14:15,47666,A Real Pain,Ayalon,R
YP,25-01-12,17:30,47824,A Real Pain,Ayalon,R
YP,25-01-12,19:30,47825,A Real Pain,Ayalon,R
YP,25-01-12,21:30,47826,A Real Pain,Ayalon,R
YP,25-01-12,14:30,68950,A Real Pain,Beer Sheva,R
YP,25-01-12,16:40,68871,A Real Pain,Beer Sheva,R
YP,25-01-12,18:45,68872,A Real Pain,Beer Sheva,R
YP,25-01-12,20:40,68873,A Real Pain,Beer Sheva,R
YP,25-01-12,22:35,68874,A Real Pain,Beer Sheva,R
ML,25-01-12,19:30,62293,A Real Pain,Carmiel,R
ML,25-01-12,21:30,62294,A Real Pain,Carmiel,R
YP,25-01-12,17:30,58363,A Real Pain,Zichron Yaakov,R
YP,25-01-12,19:30,58364,A Real Pain,Zichron Yaakov,R
YP,25-01-12,21:30,58365,A Real Pain,Zichron Yaakov,R
YP,25-01-12,14:10,74235,A Real Pain,Haifa,R
YP,25-01-12,15:30,74298,A Real Pain,Haifa,R
YP,25-01-12,17:30,74299,A Real Pain,Haifa,R
YP,25-01-12,19:30,74300,A Real Pain,Haifa,R
YP,25-01-12,21:30,74301,A Real Pain,Haifa,R
YP,25-01-12,14:10,68759,A Real Pain,Jerusalem,R
YP,25-01-12,18:00,69153,A Real Pain,Jerusalem,R
YP,25-01-12,20:00,69154,A Real Pain,Jerusalem,R
YP,25-01-12,22:00,69155,A Real Pain,Jerusalem,R
YP,25-01-12,22:30,68890,A Real Pain,Jerusalem,R
LC,25-01-12,17:00,563668,A Real Pain,Raanana,R
LC,25-01-12,19:10,563670,A Real Pain,Raanana,R
LC,25-01-12,21:15,563671,A Real Pain,Raanana,R
LC,25-01-12,11:00,563847,A Real Pain,Tel Aviv,R
LC,25-01-12,13:50,563848,A Real Pain,Tel Aviv,R
LC,25-01-12,17:40,563849,A Real Pain,Tel Aviv,R
LC,25-01-12,19:40,563850,A Real Pain,Tel Aviv,R
LC,25-01-12,21:40,563851,A Real Pain,Tel Aviv,R
LC,25-01-12,16:20,563959,A Real Pain,Ramat Hasharon,R
LC,25-01-12,20:40,563961,A Real Pain,Ramat Hasharon,R
LC,25-01-12,17:00,563991,A Real Pain,Jerusalem,R
LC,25-01-12,19:00,563989,A Real Pain,Jerusalem,R
ML,25-01-12,14:05,58723,A Real Pain,Haifa,R
ML,25-01-12,18:45,58722,A Real Pain,Haifa,R
ML,25-01-12,20:55,58721,A Real Pain,Haifa,R
HC,25-01-12,15:30,2912,A Real Pain,Kiryat Bialik,R
HC,25-01-12,17:30,2912,A Real Pain,Kiryat Bialik,R
HC,25-01-12,22:10,2912,A Real Pain,Kiryat Bialik,R
HC,25-01-12,19:45,2912,A Real Pain,Modiin,R
HC,25-01-12,21:50,2912,A Real Pain,Modiin,R
ML,25-01-12,19:35,82200,A Real Pain,Netanya,R
ML,25-01-12,21:50,82201,A Real Pain,Netanya,R
CC,25-01-12,14:00,5324,A Real Pain,Glilot,R
CC,25-01-12,16:15,5324,A Real Pain,Glilot,R
CC,25-01-12,19:00,5324,A Real Pain,Glilot,R
CC,25-01-12,21:15,5324,A Real Pain,Glilot,R
CC,25-01-12,14:20,5324,A Real Pain,Rishon Letzion,R
CC,25-01-12,16:40,5324,A Real Pain,Rishon Letzion,R
CC,25-01-12,19:00,5324,A Real Pain,Rishon Letzion,R
CC,25-01-12,21:20,5324,A Real Pain,Rishon Letzion,R
CC,25-01-12,17:00,5324,A Real Pain,Jerusalem,R
CC,25-01-12,19:10,5324,A Real Pain,Jerusalem,R
CC,25-01-12,21:20,5324,A Real Pain,Jerusalem,R
CC,25-01-12,19:30,5324,A Real Pain,Kfar Saba,R
CC,25-01-12,21:50,5324,A Real Pain,Kfar Saba,R
CC,25-01-12,19:20,5324,A Real Pain,Netanya,R
CC,25-01-12,21:40,5324,A Real Pain,Netanya,R
CC,25-01-12,16:40,5324,A Real Pain,Beer Sheva,R
CC,25-01-12,19:00,5324,A Real Pain,Beer Sheva,R
CC,25-01-12,21:20,5324,A Real Pain,Beer Sheva,R
CC,25-01-12,17:10,5324,A Real Pain,Chadera,R
CC,25-01-12,19:20,5324,A Real Pain,Chadera,R
CC,25-01-12,21:30,5324,A Real Pain,Chadera,R
CC,25-01-12,17:00,5324,A Real Pain,Ashdod,R
CC,25-01-12,19:20,5324,A Real Pain,Ashdod,R
CC,25-01-12,21:40,5324,A Real Pain,Ashdod,R
RH,25-01-12,16:50,44392,A Real Pain,Givataim,R
RH,25-01-12,19:40,44343,A Real Pain,Givataim,R
RH,25-01-12,21:50,44344,A Real Pain,Givataim,R
RH,25-01-12,16:45,17257,A Real Pain,Tel Aviv,R
